,0,1,2,3,4,5
1.0,0.2912284349981289,-0.5266164871260024,0.26423190626222604,-0.7714385679726009,0.6656191875993677,1.4668692222031237
3.0,5e-324,-1e-323,-5e-324,5e-324,1.5e-323,-1e-323
4.0,-1.1345333973166185,0.48096294589235644,1.610370157067973,-0.36370298561534714,0.08032697784476815,0.5719316434954953
5.0,0.6050520312808624,0.09584989450416824,0.4779759369946393,-0.5882364873782783,1.180825224497789,-0.24071567098482072
6.0,-0.7663512025954613,0.1538672568345278,-0.35621496867873453,0.3213217034020573,0.4362489895063092,1.63378773588085
7.0,-1e-323,-1.5e-323,-1.5e-323,5e-324,1e-323,0.0
8.0,0.19262598127816513,0.7143302626292704,0.26941251901055885,0.4218505180452409,0.06257436263376263,0.022094907469074974
9.0,0.9994310543330961,0.2744876965371913,-0.14579393114525618,0.3480820266335735,-0.3903391535617538,0.6053691004676686
10.0,-0.7114560495086636,1.400057765046451,0.34001156742045596,-0.7930685801237977,-0.4924940445918663,1.4603376072045944
11.0,-0.8882705835726143,1.5034858740938866,0.1537987230455676,-0.7442744621897456,1.1171667762956539,0.10177123282285666
1.0,0.7335186568522813,0.8309727695563501,0.6883285770358285,0.2336915490782719,0.3766311470350615,0.663053956694044
2.0,1.1891339900065103,0.5001200196367833,0.5321247266949027,0.45699335997983725,1.2458910468563413,0.20503726416848472
3.0,0.47628803929947305,0.7849371759682238,0.5872458748368037,0.33223101856085857,0.6031489070760734,0.6643225293825735
4.0,0.2811849816419691,1.0155785400816784,0.8460278987214644,-0.2115968289890806,1.3157939219907444,0.2512682881034609
5.0,0.3465328319480631,0.6991916343050973,0.8371638101770407,0.5552415572410254,0.5047031751449234,-0.22523785442634267
6.0,0.7511234125417361,0.5529762561979495,0.5177537501057757,0.6699884273040231,0.5668377576860694,0.2695764046545827
7.0,0.3093397086428403,0.7686757465424747,0.5696504775434112,0.784106158762617,0.4654779865041709,0.5477659155870754
8.0,0.9192415687738731,0.6939411137721773,0.2679260803565813,0.5725034201781296,0.09842389833523535,0.47003892448740037
9.0,0.2650086708696158,0.7276655754790469,0.4967820324708673,-0.38596393349768826,0.7464568403040043,0.04185049844784408
10.0,0.407140761031219,0.7463099180931659,0.7006648544732511,0.40653338413888607,0.3405024427240895,0.5261562006837078
11.0,0.1633167620137737,0.8303214742815672,0.6336647319843942,0.9322991166201278,0.399770586475159,0.46042986062726676
12.0,0.20996120773634833,0.8440434603607825,0.3665635586485026,0.6277281589983832,-0.3397729397070178,0.6792982600511503
13.0,0.4718159057813263,0.6793554945138717,-0.049597809273387486,0.42294265103822304,0.5828778208292092,0.6982227719316741
14.0,0.5650449755036616,0.6602901881482836,0.696184208926088,0.5672510483754424,0.646570703992956,0.6847593113274754
15.0,0.329231178547158,-0.09079822751886071,0.1262164557580686,0.7535034771614434,0.32818724291742846,0.8084520851724581
16.0,0.26502278519702366,0.5915501989738057,0.4472394099487269,0.5879229541323002,0.5656594751313001,0.8138062283654776
17.0,0.3304859350494711,0.6680222971121361,0.7811298408130679,0.5706704575229398,-0.0472258541789459,0.6361608852791202
18.0,0.6175254054366993,0.6070325586076295,0.3243753891581994,0.5175025208969998,0.735377013925064,0.6187510080185359
19.0,0.31983165524633284,-0.01946475205785083,0.12290049774391593,0.5941379202087219,0.45470920615010046,0.6210531041872963
20.0,0.350604428668579,0.7009236582048769,0.29484609926957894,0.39992369314781256,0.3798300443561391,0.8486865289221887
21.0,0.8228118341184202,0.9674924724429304,0.3752418809650494,0.09246478549658506,0.25193102361514236,0.051657422160632474
22.0,1.1169425809232771,0.4903337872987443,0.23265111762157634,0.582644412673452,0.5372909369419498,0.5166532457079624
23.0,0.1309450555580634,0.6803532899514515,0.4593951555176789,0.7239367514817865,-0.2804857531664111,0.6432626198805627
24.0,0.5865573945969695,0.10018173457634146,0.29417480202558943,0.6947595277434612,0.6994274714756328,0.5966355383183848
25.0,0.267497814039655,0.2772716913698558,1.1048637537321553,0.8969050089412081,1.1369359181452565,0.47539549699151773
26.0,0.3697428820899476,-0.15571262783976483,0.8572996907789268,0.870783246578279,0.3228352863454044,0.7102257179106999
27.0,0.5423863623974283,0.7101358294717199,0.42605918033811957,0.5029287832106984,0.5905763809815769,0.6384739450960031
28.0,0.8802875799407648,0.6656762754737071,0.42274827203721727,0.504026188311455,0.36233787324437156,0.7713583052989026
29.0,0.5362065370856888,0.6404522418553449,0.6526272270682137,0.5065442028926381,0.6459467717633716,0.6710960958779327
30.0,0.5937456629301342,0.7032554888700562,0.3585902268367654,0.5445825295191965,0.7374310948917517,0.6101127357116436
31.0,0.33188863042480793,0.8783639593617545,0.4421076334434951,0.3549254667548277,0.4991098821657717,0.5801766622160706
32.0,0.8737399376521522,0.5716441964979649,0.603358555984098,0.5944334958990453,0.22602368247223695,0.13453369095452786
33.0,0.5560886728145131,0.6968124538965659,0.7244740404783039,0.6517864805630056,0.673621739169951,0.6598181249267974
34.0,0.547635346200948,0.7156345268106341,0.6175269409198384,0.5232122172858736,0.8470477887716178,0.6096794069978912
35.0,0.5737307056627948,0.5981542313462722,0.4716033270465142,0.6507692351838495,0.7788253487224218,0.6846867851361117
36.0,0.5412714949906886,0.584074974808127,0.17924530634562283,0.8125057574824094,0.7603305415950752,0.4895337857158043
37.0,0.5481673407410848,0.7000005901816845,0.665099297240204,0.5920692583348366,0.6311268179989684,0.6657481846981874
38.0,0.48781293793853686,0.8318277790703683,0.47656695245064035,0.3633897889087458,0.2602496390680594,0.8716577475641224
